172.20.0.1 - - [14/Jul/2026:05:00:38 +0000] "POST /docs/ HTTP/1.1" 200 3106 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:05:24:30 +0000] "PUT /usuarios HTTP/1.1" 404 147 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:05:24:36 +0000] "PUT /usuarios/1 HTTP/1.1" 200 68 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:05:24:51 +0000] "PUT /usuarios/1 HTTP/1.1" 200 68 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:35:53 +0000] "POST /password/forgot HTTP/1.1" 502 157 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:36:14 +0000] "GET /usuarios HTTP/1.1" 502 157 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:40:42 +0000] "GET /usuarios HTTP/1.1" 200 70 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:40:57 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:44:35 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:50:25 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:53:38 +0000] "POST /password/login HTTP/1.1" 404 154 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:53:44 +0000] "POST /login HTTP/1.1" 200 225 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:54:07 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:14:54:16 +0000] "GET /password/reset?token=68e2c52396769748bd597ae05ed74e9ee036b628 HTTP/1.1" 500 36 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:14:54:16 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost/password/reset?token=68e2c52396769748bd597ae05ed74e9ee036b628" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:15:38:29 +0000] "POST /usuarios HTTP/1.1" 400 34 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:15:38:34 +0000] "GET /usuarios HTTP/1.1" 200 70 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:15:38:44 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:15:53:29 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:15:57:13 +0000] "POST /usuarios HTTP/1.1" 400 34 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:15:57:22 +0000] "GET /usuarios HTTP/1.1" 200 70 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:15:57:32 +0000] "GET /password/forgot HTTP/1.1" 404 154 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:15:57:38 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:00:40 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:03:11 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:04:44 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:07:32 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:07:50 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:12:49 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:17:31 +0000] "GET /usuarios HTTP/1.1" 200 70 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:17:42 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:18:25 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:22:03 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:25:57 +0000] "OPTIONS /password/reset?token=8d2278b50e12422cccea825a699da9ef51198f2d HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:25:58 +0000] "POST /password/reset?token=8d2278b50e12422cccea825a699da9ef51198f2d HTTP/1.1" 404 154 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:31:55 +0000] "OPTIONS /password/reset?token=8d2278b50e12422cccea825a699da9ef51198f2d HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:31:55 +0000] "POST /password/reset?token=8d2278b50e12422cccea825a699da9ef51198f2d HTTP/1.1" 404 154 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:32:43 +0000] "OPTIONS /password/reset?token=8d2278b50e12422cccea825a699da9ef51198f2d HTTP/1.1" 502 559 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:32:45 +0000] "OPTIONS /password/reset?token=8d2278b50e12422cccea825a699da9ef51198f2d HTTP/1.1" 502 559 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:32:46 +0000] "OPTIONS /password/reset?token=8d2278b50e12422cccea825a699da9ef51198f2d HTTP/1.1" 502 559 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:33:26 +0000] "OPTIONS /password/reset?token=8d2278b50e12422cccea825a699da9ef51198f2d HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:33:26 +0000] "POST /password/reset?token=8d2278b50e12422cccea825a699da9ef51198f2d HTTP/1.1" 200 182 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:33:37 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:35:02 +0000] "OPTIONS /password/reset?token=7a548c99a936904d4d67aabccbe1d2849355b6a2 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:35:02 +0000] "POST /password/reset?token=7a548c99a936904d4d67aabccbe1d2849355b6a2 HTTP/1.1" 200 182 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:37:50 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:38:30 +0000] "OPTIONS /password/reset?token=1776bb238044f62832bf2d1b30cfde9ca04ee196 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:38:30 +0000] "POST /password/reset?token=1776bb238044f62832bf2d1b30cfde9ca04ee196 HTTP/1.1" 200 30 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:39:02 +0000] "POST /login HTTP/1.1" 200 225 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:39:29 +0000] "POST /password/forgot HTTP/1.1" 200 27 "-" "insomnia/12.6.0"
172.20.0.1 - - [14/Jul/2026:16:39:52 +0000] "OPTIONS /password/reset?token=501ef5f88b73f770198499c3ab70729b84613e99 HTTP/1.1" 204 0 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
172.20.0.1 - - [14/Jul/2026:16:39:52 +0000] "POST /password/reset?token=501ef5f88b73f770198499c3ab70729b84613e99 HTTP/1.1" 200 30 "http://localhost:5173/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36"
